Date,Open,Last,High,Low,Range,Volume,3Y POC,VWAP,YTD POC,1Y POC,1WK POC
2020/4/2,2437.00,2494.50,2503.00,2402.75,100.25,2145458,3984.00,2423.84,0.00,0.00,0.00
2020/4/3,2491.75,2460.75,2507.50,2427.00,80.50,1763886,3984.00,2426.03,0.00,0.00,0.00
2020/4/6,2463.00,2622.50,2646.50,2462.75,183.75,2034419,3984.00,2438.59,0.00,0.00,0.00
2020/4/7,2623.50,2620.00,2728.00,2601.50,126.50,2486524,3984.00,2451.74,0.00,0.00,0.00
2020/4/8,2618.50,2713.00,2730.50,2598.75,131.75,1920688,3984.00,2465.59,0.00,0.00,0.00
2020/4/9,2715.75,2757.75,2787.50,2678.75,108.75,2342733,3984.00,2483.34,0.00,0.00,0.00
2020/4/13,2789.00,2737.25,2797.50,2689.00,108.50,1571402,3984.00,2493.28,0.00,0.00,0.00
2020/4/14,2738.00,2821.00,2824.00,2730.50,93.50,1716496,3984.00,2506.73,0.00,0.00,0.00
2020/4/15,2821.75,2753.00,2823.50,2729.25,94.25,1831570,3984.00,2517.05,0.00,0.00,0.00
2020/4/16,2745.75,2765.50,2809.50,2724.00,85.50,1749108,3984.00,2526.62,0.00,0.00,0.00
2020/4/17,2841.00,2848.00,2863.00,2799.00,64.00,1924019,3984.00,2539.67,0.00,0.00,0.00
2020/4/20,2839.50,2784.50,2853.50,2782.25,71.25,1566934,3984.00,2547.52,0.00,0.00,0.00
2020/4/21,2785.00,2710.00,2811.25,2695.25,116.00,1969844,3984.00,2553.80,0.00,0.00,0.00
2020/4/22,2715.25,2766.50,2786.00,2695.25,90.75,1369529,3984.00,2559.38,0.00,0.00,0.00
2020/4/23,2768.50,2758.75,2814.75,2750.75,64.00,1703918,3984.00,2565.67,0.00,0.00,0.00
2020/4/24,2755.00,2807.50,2813.00,2733.25,79.75,1293756,3984.00,2571.33,0.00,0.00,0.00
2020/4/27,2807.00,2847.00,2859.25,2790.75,68.50,1224445,3984.00,2577.31,0.00,0.00,0.00
2020/4/28,2845.75,2845.25,2891.50,2829.00,62.50,1614021,3984.00,2584.75,0.00,0.00,0.00
2020/4/29,2848.50,2919.00,2937.75,2838.75,99.00,1737371,3984.00,2594.46,0.00,0.00,0.00
2020/4/30,2934.50,2880.50,2943.00,2856.00,87.00,2027924,3984.00,2603.84,0.00,0.00,0.00
2020/5/1,2849.50,2799.75,2857.75,2789.75,68.00,1647259,3984.00,2608.92,0.00,0.00,0.00
2020/5/4,2767.00,2803.25,2813.75,2749.00,64.75,1510680,3984.00,2613.43,0.00,0.00,0.00
2020/5/5,2805.00,2836.25,2867.75,2802.50,65.25,1474765,3984.00,2618.37,0.00,0.00,0.00
2020/5/6,2835.75,2811.50,2864.25,2810.00,54.25,1466641,3984.00,2622.54,0.00,0.00,0.00
2020/5/7,2810.00,2858.00,2873.00,2801.00,72.00,1494330,3984.00,2627.61,0.00,0.00,0.00
2020/5/8,2860.00,2906.50,2911.00,2857.75,53.25,1326254,3984.00,2632.83,0.00,0.00,0.00
2020/5/11,2898.75,2900.75,2925.00,2867.75,57.25,1528302,3984.00,2638.50,0.00,0.00,0.00
2020/5/12,2897.25,2830.50,2917.25,2816.00,101.25,1824303,3984.00,2643.22,0.00,0.00,0.00
2020/5/13,2817.75,2791.00,2854.75,2764.00,90.75,2591379,3984.00,2648.21,0.00,0.00,0.00
2020/5/14,2798.25,2825.00,2831.75,2738.25,93.50,2501222,3984.00,2653.79,0.00,0.00,0.00
2020/5/15,2824.25,2824.50,2841.50,2787.50,54.00,1897194,3984.00,2657.78,0.00,0.00,0.00
2020/5/18,2837.75,2926.00,2942.75,2828.00,114.75,1775433,3984.00,2663.53,0.00,0.00,0.00
2020/5/19,2923.00,2896.75,2954.25,2892.25,62.00,1567224,3984.00,2667.86,0.00,0.00,0.00
2020/5/20,2891.50,2946.50,2953.75,2886.50,67.25,1532404,3984.00,2672.82,0.00,0.00,0.00
2020/5/21,2950.25,2915.00,2951.50,2911.00,40.50,1608225,3984.00,2677.27,0.00,0.00,0.00
2020/5/22,2914.75,2931.00,2935.50,2881.75,53.75,1377263,3984.00,2681.19,0.00,0.00,0.00
2020/5/26,2926.50,2972.50,2997.75,2925.50,72.25,1797241,3984.00,2686.96,0.00,0.00,0.00
2020/5/27,2972.00,3013.50,3017.50,2943.50,74.00,2109332,3984.00,2694.38,0.00,0.00,0.00
2020/5/28,3013.00,3016.00,3043.50,2997.50,46.00,1881295,3984.00,2700.76,0.00,0.00,0.00
2020/5/29,3014.00,3020.00,3036.25,2970.00,66.25,2258009,3984.00,2708.19,0.00,0.00,0.00
2020/6/1,3007.75,3032.00,3037.00,2986.00,51.00,1277803,3984.00,2712.40,0.00,0.00,0.00
2020/6/2,3030.75,3055.00,3057.00,3013.00,44.00,1458830,3984.00,2717.41,0.00,0.00,0.00
2020/6/3,3056.00,3095.75,3107.50,3052.25,55.25,1623708,3984.00,2723.47,0.00,0.00,0.00
2020/6/4,3095.75,3088.50,3104.75,3065.50,39.25,1830904,3984.00,2729.94,0.00,0.00,0.00
2020/6/5,3091.25,3164.75,3188.50,3084.50,104.00,2444330,3984.00,2740.00,0.00,0.00,0.00
2020/6/8,3170.50,3205.50,3209.25,3161.25,48.00,1602601,3984.00,2746.95,0.00,0.00,0.00
2020/6/9,3205.75,3183.50,3209.00,3168.00,41.00,1695764,3984.00,2753.75,0.00,0.00,0.00
2020/6/10,3182.75,3164.00,3205.25,3157.75,47.50,1996065,3984.00,2761.13,0.00,0.00,0.00
2020/6/11,3161.75,2988.25,3166.50,2974.25,192.25,3528726,3984.00,2768.13,0.00,0.00,0.00
2020/6/12,2989.75,3012.75,3065.75,2960.00,105.75,2872339,3984.00,2774.11,0.00,0.00,0.00
2020/6/15,2972.25,3051.00,3057.25,2912.75,144.50,2970664,3984.00,2780.95,0.00,0.00,0.00
2020/6/16,3054.25,3107.25,3145.25,3049.25,96.00,2997253,3984.00,2788.88,0.00,0.00,0.00
2020/6/17,3100.75,3096.00,3136.00,3083.50,52.50,1850300,3984.00,2793.42,0.00,0.00,0.00
2020/6/18,3093.00,3087.00,3109.00,3053.50,55.50,1636217,3984.00,2797.21,0.00,0.00,0.00
2020/6/19,3085.75,3048.50,3133.75,3045.75,88.00,1952273,3984.00,2801.02,0.00,0.00,0.00
2020/6/22,3029.25,3099.75,3103.25,3016.25,87.00,1392325,3984.00,2804.21,0.00,0.00,0.00
2020/6/23,3100.75,3107.50,3134.75,3049.00,85.75,1528485,3984.00,2807.73,0.00,0.00,0.00
2020/6/24,3102.25,3038.00,3117.50,3008.75,108.75,2387916,3984.00,2811.83,0.00,0.00,0.00
2020/6/25,3035.75,3059.75,3068.50,2994.00,74.50,1967245,3984.00,2815.42,0.00,0.00,0.00
2020/6/26,3060.25,2996.00,3071.00,2981.50,89.50,2208418,3984.00,2818.30,0.00,0.00,0.00
2020/6/29,2975.25,3036.75,3040.25,2972.50,67.75,1585146,3984.00,2820.78,0.00,0.00,0.00
2020/6/30,3035.00,3079.25,3090.25,3019.25,71.00,1724164,3984.00,2823.93,0.00,0.00,0.00
2020/7/1,3074.25,3092.00,3106.75,3051.75,55.00,1537321,3984.00,2826.81,0.00,0.00,0.00
2020/7/2,3090.75,3118.00,3145.50,3084.50,61.00,1552517,3984.00,2829.93,0.00,0.00,0.00
2020/7/6,3110.25,3161.00,3163.50,3094.75,68.75,1459512,3984.00,2833.24,0.00,0.00,0.00
2020/7/7,3159.00,3125.50,3173.00,3121.50,51.50,1333466,3984.00,2835.88,0.00,0.00,0.00
2020/7/8,3124.25,3152.50,3155.25,3114.50,40.75,1527612,3984.00,2839.13,0.00,0.00,0.00
2020/7/9,3155.25,3130.00,3159.75,3094.25,65.50,1881833,3984.00,2842.76,0.00,0.00,0.00
2020/7/10,3131.25,3167.50,3170.25,3100.50,69.75,1408591,3984.00,2845.76,0.00,0.00,0.00
2020/7/13,3172.50,3137.25,3215.25,3129.50,85.75,2074726,3984.00,2849.68,0.00,0.00,0.00
2020/7/14,3138.75,3172.50,3181.25,3108.00,73.25,2256766,3984.00,2854.33,0.00,0.00,0.00
2020/7/15,3193.00,3208.50,3222.25,3181.00,41.25,1937696,3984.00,2858.66,0.00,0.00,0.00
2020/7/16,3212.25,3183.50,3217.50,3177.50,40.00,1471311,3984.00,2861.65,0.00,0.00,0.00
2020/7/17,3187.50,3203.00,3214.25,3183.75,30.50,1261113,3984.00,2864.32,0.00,0.00,0.00
2020/7/20,3203.50,3234.25,3239.50,3179.25,60.25,1401168,3984.00,2867.50,0.00,0.00,0.00
2020/7/21,3232.75,3240.25,3262.25,3228.25,34.00,1463931,3984.00,2870.83,0.00,0.00,0.00
2020/7/22,3238.25,3254.50,3260.75,3216.25,44.50,1354244,3984.00,2873.97,0.00,0.00,0.00
2020/7/23,3256.75,3216.50,3273.50,3203.25,70.25,1704453,3984.00,2877.46,0.00,0.00,0.00
2020/7/24,3219.00,3193.00,3228.00,3180.50,47.50,1761346,3984.00,2880.75,0.00,0.00,0.00
2020/7/27,3199.75,3221.25,3224.00,3181.00,43.00,1299512,3984.00,2883.35,0.00,0.00,0.00
2020/7/28,3224.00,3202.00,3235.75,3197.00,38.75,1375293,3984.00,2885.90,0.00,0.00,0.00
2020/7/29,3204.00,3241.50,3246.00,3193.25,52.75,1218031,3984.00,2888.41,0.00,0.00,0.00
2020/7/30,3245.75,3237.75,3258.00,3184.00,74.00,2000721,3984.00,2892.41,0.00,0.00,0.00
2020/7/31,3258.25,3252.50,3262.75,3201.50,61.25,2282794,3984.00,2897.05,0.00,0.00,0.00
2020/8/3,3261.00,3277.50,3284.50,3243.75,40.75,1250449,3984.00,2899.71,0.00,0.00,0.00
2020/8/4,3279.75,3289.00,3289.50,3260.00,29.50,1145269,3984.00,2902.20,0.00,0.00,0.00
2020/8/5,3289.75,3305.00,3312.25,3281.00,31.25,1116787,3984.00,2904.69,0.00,0.00,0.00
2020/8/6,3306.00,3333.25,3334.50,3289.50,45.00,1346665,3984.00,2907.86,0.00,0.00,0.00
2020/8/7,3332.75,3333.75,3336.75,3311.25,25.50,1615367,3984.00,2911.60,0.00,0.00,0.00
2020/8/10,3336.00,3341.75,3346.25,3318.00,28.25,1201751,3984.00,2914.40,0.00,0.00,0.00
2020/8/11,3339.25,3319.00,3368.00,3308.50,59.50,1733040,3984.00,2918.16,0.00,0.00,0.00
2020/8/12,3328.50,3359.00,3371.50,3315.25,56.25,1408718,3984.00,2921.47,0.00,0.00,0.00
2020/8/13,3356.75,3356.75,3371.00,3346.50,24.50,1205758,3984.00,2924.24,0.00,0.00,0.00
2020/8/14,3358.25,3350.50,3369.50,3339.00,30.50,1084771,3984.00,2926.67,0.00,0.00,0.00
2020/8/17,3355.00,3368.75,3371.75,3353.75,18.00,759304,3984.00,2928.43,0.00,0.00,0.00
2020/8/18,3368.25,3376.00,3379.75,3354.25,25.50,1019552,3984.00,2930.80,0.00,0.00,0.00
2020/8/19,3377.75,3361.75,3384.75,3354.50,30.25,1368420,3984.00,2933.85,0.00,0.00,0.00
2020/8/20,3359.25,3369.75,3376.00,3333.75,42.25,1203334,3984.00,2936.55,0.00,0.00,0.00
2020/8/21,3372.50,3381.50,3385.25,3345.75,39.50,1221450,3984.00,2939.33,0.00,0.00,0.00
2020/8/24,3387.75,3416.50,3418.50,3382.50,36.00,1282950,3984.00,2942.43,0.00,0.00,0.00
2020/8/25,3416.00,3432.00,3437.75,3410.75,27.00,1133837,3984.00,2945.23,0.00,0.00,0.00
2020/8/26,3433.75,3469.25,3472.50,3425.75,46.75,1277539,3984.00,2948.59,0.00,0.00,0.00
2020/8/27,3468.50,3474.25,3487.25,3453.75,33.50,1633581,3984.00,2952.86,0.00,0.00,0.00
2020/8/28,3477.00,3493.50,3498.50,3469.75,28.75,1248430,3984.00,2956.19,0.00,0.00,0.00
2020/8/31,3497.50,3488.00,3513.50,3479.00,34.50,1439600,3984.00,2959.95,0.00,0.00,0.00
2020/9/1,3482.25,3516.00,3519.00,3473.25,45.75,1283622,3984.00,2963.43,0.00,0.00,0.00
2020/9/2,3518.00,3568.25,3576.00,3515.25,60.75,1853078,3984.00,2968.84,0.00,0.00,0.00
2020/9/3,3567.75,3450.50,3575.50,3413.50,162.00,2872337,3984.00,2975.44,0.00,0.00,0.00
2020/9/4,3443.75,3406.50,3473.25,3336.75,136.50,2994363,3984.00,2981.50,0.00,0.00,0.00
2020/9/8,3409.50,3324.50,3436.00,3316.50,119.50,2732946,3984.00,2985.85,0.00,0.00,0.00
2020/9/9,3304.25,3389.25,3413.00,3284.50,128.50,2011132,3984.00,2989.58,0.00,0.00,0.00
2020/9/10,3385.00,3329.50,3413.25,3316.25,97.00,2332667,3984.00,2993.18,0.00,0.00,0.00
2020/9/11,3334.25,3322.75,3364.25,3297.75,66.50,2034367,3984.00,2996.21,0.00,0.00,0.00
2020/9/14,3339.50,3371.75,3392.00,3335.75,56.25,2219334,3984.00,2999.92,0.00,0.00,0.00
2020/9/15,3369.25,3394.50,3408.50,3365.75,42.75,1903406,3984.00,3003.25,0.00,0.00,0.00
2020/9/16,3395.25,3379.00,3419.00,3373.25,45.75,1787505,3984.00,3006.19,0.00,0.00,0.00
2020/9/17,3381.00,3350.50,3386.00,3309.75,76.25,2676297,3984.00,3010.19,0.00,0.00,0.00
2020/9/18,3344.50,3315.75,3362.50,3280.25,82.25,2365554,3984.00,3013.29,0.00,0.00,0.00
2020/9/21,3314.00,3274.50,3325.75,3217.25,108.50,2507980,3984.00,3016.08,0.00,0.00,0.00
2020/9/22,3271.00,3298.75,3309.00,3256.00,53.00,1576319,3984.00,3017.96,0.00,0.00,0.00
2020/9/23,3303.25,3230.75,3319.25,3220.50,98.75,1979661,3984.00,3019.72,0.00,0.00,0.00
2020/9/24,3227.50,3237.50,3267.75,3197.50,70.25,2277010,3984.00,3021.78,0.00,0.00,0.00
2020/9/25,3243.00,3286.75,3295.75,3206.00,89.75,1697090,3984.00,3023.63,0.00,0.00,0.00
2020/9/28,3290.50,3345.50,3350.75,3287.00,63.75,1495804,3984.00,3025.60,0.00,0.00,0.00
2020/9/29,3348.25,3333.25,3362.50,3316.00,46.50,1326597,3984.00,3027.26,0.00,0.00,0.00
2020/9/30,3329.50,3351.50,3383.50,3290.75,92.75,2170601,3984.00,3030.10,0.00,0.00,0.00
2020/10/1,3344.25,3367.25,3387.50,3342.75,44.75,1517912,3984.00,3032.15,0.00,0.00,0.00
2020/10/2,3366.50,3338.75,3375.00,3299.75,75.25,2028921,3984.00,3034.62,0.00,0.00,0.00
2020/10/5,3359.50,3392.50,3399.50,3346.00,53.50,1077474,3984.00,3036.15,0.00,0.00,0.00
2020/10/6,3391.50,3352.75,3421.25,3330.00,91.25,1701062,3984.00,3038.27,0.00,0.00,0.00
2020/10/7,3337.50,3406.25,3416.25,3331.75,84.50,1400616,3984.00,3040.28,0.00,0.00,0.00
2020/10/8,3405.75,3437.00,3446.75,3405.00,41.75,1104986,3984.00,3041.99,0.00,0.00,0.00
2020/10/9,3446.75,3472.75,3479.50,3444.75,34.75,1185272,3984.00,3043.97,0.00,0.00,0.00
2020/10/12,3467.00,3532.25,3540.50,3463.75,76.75,1401063,3984.00,3046.61,0.00,0.00,0.00
2020/10/13,3533.50,3504.25,3535.25,3491.00,44.25,1617226,3984.00,3049.44,0.00,0.00,0.00
2020/10/14,3501.50,3480.50,3523.50,3471.50,52.00,1539718,3984.00,3051.97,0.00,0.00,0.00
2020/10/15,3478.75,3475.00,3486.00,3431.00,55.00,1650150,3984.00,3054.62,0.00,0.00,0.00
2020/10/16,3478.00,3461.75,3508.00,3460.75,47.25,1398947,3984.00,3056.76,0.00,0.00,0.00
2020/10/19,3470.50,3422.25,3496.00,3410.25,85.75,1645853,3984.00,3059.01,0.00,0.00,0.00
2020/10/20,3435.50,3431.75,3469.25,3418.25,51.00,1702183,3984.00,3061.37,0.00,0.00,0.00
2020/10/21,3436.50,3432.00,3457.50,3420.00,37.50,1681275,3984.00,3063.67,0.00,0.00,0.00
2020/10/22,3429.75,3448.75,3452.50,3402.00,50.50,1501259,3984.00,3065.80,0.00,0.00,0.00
2020/10/23,3455.25,3451.25,3462.00,3431.00,31.00,1216313,3984.00,3067.51,0.00,0.00,0.00
2020/10/26,3445.25,3393.00,3445.75,3355.50,90.25,1957780,3984.00,3069.83,0.00,0.00,0.00
2020/10/27,3393.75,3382.50,3409.50,3367.75,41.75,1566246,3984.00,3071.60,0.00,0.00,0.00
2020/10/28,3368.50,3263.00,3369.75,3260.25,109.50,2627180,3984.00,3073.40,0.00,0.00,0.00
2020/10/29,3278.50,3301.75,3333.25,3249.75,83.50,1965277,3984.00,3074.99,0.00,0.00,0.00
2020/10/30,3267.50,3264.25,3295.75,3224.50,71.25,2494925,3984.00,3076.66,0.00,0.00,0.00
2020/11/2,3259.50,3300.00,3323.00,3242.75,80.25,1849320,3984.00,3078.10,0.00,0.00,0.00
2020/11/3,3303.50,3361.00,3382.25,3300.75,81.50,1664690,3984.00,3079.74,0.00,0.00,0.00
2020/11/4,3362.25,3434.50,3479.50,3318.50,161.00,2813083,3984.00,3083.18,0.00,0.00,0.00
2020/11/5,3447.50,3504.25,3522.00,3427.75,94.25,1671417,3984.00,3085.59,0.00,0.00,0.00
2020/11/6,3508.25,3500.25,3518.50,3456.25,62.25,1640000,3984.00,3087.91,0.00,0.00,0.00
2020/11/9,3522.00,3543.50,3667.50,3515.25,152.25,2605322,3984.00,3091.91,0.00,0.00,0.00
2020/11/10,3549.00,3540.50,3562.25,3506.00,56.25,2160319,3984.00,3095.16,0.00,0.00,0.00
2020/11/11,3545.75,3567.50,3576.25,3530.50,45.75,1324983,3984.00,3097.25,0.00,0.00,0.00
2020/11/12,3574.00,3532.00,3574.00,3512.50,61.50,1685890,3984.00,3099.68,0.00,0.00,0.00
2020/11/13,3537.00,3581.50,3589.50,3517.50,72.00,1334530,3984.00,3101.81,0.00,0.00,0.00
2020/11/16,3586.50,3622.50,3636.50,3586.00,50.50,1303941,3984.00,3104.04,0.00,0.00,0.00
2020/11/17,3625.00,3606.25,3629.50,3583.75,45.75,1268206,3984.00,3106.13,0.00,0.00,0.00
2020/11/18,3604.00,3564.50,3622.75,3556.00,66.75,1325309,3984.00,3108.11,0.00,0.00,0.00
2020/11/19,3561.50,3579.50,3582.25,3541.75,40.50,1291117,3984.00,3110.09,0.00,0.00,0.00
2020/11/20,3559.50,3553.75,3582.00,3542.25,39.75,1189621,3984.00,3111.80,0.00,0.00,0.00
2020/11/23,3546.00,3575.50,3587.50,3545.00,42.50,1204848,3984.00,3113.60,0.00,0.00,0.00
2020/11/24,3575.50,3632.25,3639.50,3574.75,64.75,1288993,3984.00,3115.74,0.00,0.00,0.00
2020/11/25,3635.00,3626.75,3654.50,3614.75,39.75,1016343,3984.00,3117.40,0.00,0.00,0.00
2020/11/27,3629.75,3636.00,3642.25,3612.25,30.00,639268,3984.00,3118.46,0.00,0.00,0.00
2020/11/30,3643.25,3622.75,3651.50,3591.75,59.75,1712274,3984.00,3121.20,0.00,0.00,0.00
2020/12/1,3630.50,3660.00,3677.00,3625.50,51.50,1365328,3984.00,3123.53,0.00,0.00,0.00
2020/12/2,3660.75,3666.75,3672.25,3641.75,30.50,1106696,3984.00,3125.43,0.00,0.00,0.00
2020/12/3,3670.50,3664.00,3681.50,3654.75,26.75,1124033,3984.00,3127.33,0.00,0.00,0.00
2020/12/4,3667.75,3697.50,3699.50,3665.00,34.50,991860,3984.00,3129.10,0.00,0.00,0.00
2020/12/7,3694.25,3690.25,3704.50,3671.75,32.75,1078372,3984.00,3130.98,0.00,0.00,0.00
2020/12/8,3682.25,3701.50,3707.50,3663.75,43.75,1119000,3984.00,3132.97,0.00,0.00,0.00
2020/12/9,3707.25,3672.00,3714.25,3659.00,55.25,1792176,3984.00,3135.95,0.00,0.00,0.00
2020/12/10,3669.00,3668.00,3680.75,3643.50,37.25,1601203,3984.00,3138.58,0.00,0.00,0.00
2020/12/11,3670.00,3660.75,3674.25,3628.00,46.25,1656323,3984.00,3141.22,0.00,0.00,0.00
2020/12/14,3677.25,3647.25,3698.75,3644.75,54.00,2284730,3984.00,3144.74,0.00,0.00,0.00
2020/12/15,3654.25,3694.25,3695.75,3643.50,52.25,1909018,3984.00,3147.91,0.00,0.00,0.00
2020/12/16,3697.00,3701.00,3711.75,3687.25,24.50,1509876,3984.00,3150.42,0.00,0.00,0.00
2020/12/17,3704.25,3720.00,3724.75,3699.25,25.50,1227753,3984.00,3152.51,0.00,0.00,0.00
2020/12/18,3720.25,3713.50,3730.25,3684.50,45.75,1731161,3984.00,3155.41,0.00,0.00,0.00
2020/12/21,3725.50,3693.00,3731.25,3603.25,128.00,1837575,3984.00,3158.34,0.00,0.00,0.00
2020/12/22,3692.25,3684.50,3702.25,3671.00,31.25,1104998,3984.00,3160.06,0.00,0.00,0.00
2020/12/23,3681.50,3688.75,3709.00,3658.25,50.75,1021819,3984.00,3161.65,0.00,0.00,0.00
2020/12/24,3692.50,3702.25,3703.25,3685.75,17.50,369650,3984.00,3162.24,0.00,0.00,0.00
2020/12/28,3689.25,3734.75,3739.50,3683.25,56.25,760654,3984.00,3163.52,0.00,0.00,0.00
2020/12/29,3738.25,3727.25,3755.00,3721.75,33.25,992636,3984.00,3165.16,0.00,0.00,0.00
2020/12/30,3731.75,3731.50,3745.50,3723.75,21.75,769995,3984.00,3166.43,0.00,0.00,0.00
2020/12/31,3732.25,3756.00,3760.25,3722.25,38.00,993343,3984.00,3168.14,0.00,0.00,0.00
2021/1/4,3756.00,3699.50,3780.50,3659.75,120.75,2037616,3984.00,3171.27,0.00,0.00,0.00
2021/1/5,3702.25,3725.50,3737.25,3680.50,56.75,1414022,3984.00,3173.53,0.00,0.00,0.00
2021/1/6,3724.75,3747.75,3782.00,3692.75,89.25,2127155,3984.00,3177.03,0.00,0.00,0.00
2021/1/7,3759.75,3802.75,3811.25,3749.25,62.00,1302021,3984.00,3179.36,0.00,0.00,0.00
2021/1/8,3805.00,3824.75,3831.75,3782.25,49.50,1619438,3984.00,3182.33,0.00,0.00,0.00
2021/1/11,3822.75,3799.25,3828.00,3783.75,44.25,1292422,3984.00,3184.59,0.00,0.00,0.00
2021/1/12,3801.50,3801.75,3814.00,3775.25,38.75,1216214,3984.00,3186.71,0.00,0.00,0.00
2021/1/13,3799.25,3811.00,3820.75,3783.75,37.00,1049186,3984.00,3188.55,0.00,0.00,0.00
2021/1/14,3815.75,3798.50,3825.00,3793.50,31.50,1170812,3984.00,3190.56,0.00,0.00,0.00
2021/1/15,3800.25,3769.50,3805.00,3748.75,56.25,1781463,3984.00,3193.44,0.00,0.00,0.00
2021/1/19,3757.25,3797.75,3804.25,3747.75,56.50,1315580,3984.00,3195.65,0.00,0.00,0.00
2021/1/20,3804.00,3852.25,3859.75,3795.75,64.00,1248787,3984.00,3197.92,0.00,0.00,0.00
2021/1/21,3848.75,3853.25,3867.00,3843.75,23.25,1068271,3984.00,3199.85,0.00,0.00,0.00
2021/1/22,3854.00,3841.50,3856.25,3820.50,35.75,1186856,3984.00,3201.95,0.00,0.00,0.00
2021/1/25,3842.75,3855.75,3860.50,3795.75,64.75,1763898,3984.00,3205.11,0.00,0.00,0.00
2021/1/26,3852.25,3849.75,3869.50,3828.75,40.75,1172461,3984.00,3207.18,0.00,0.00,0.00
2021/1/27,3852.50,3751.50,3860.25,3713.75,146.50,2572020,3984.00,3210.98,0.00,0.00,0.00
2021/1/28,3742.50,3786.50,3830.75,3710.75,120.00,2149910,3984.00,3214.31,0.00,0.00,0.00
2021/1/29,3777.50,3712.50,3784.50,3692.75,91.75,2691820,3984.00,3217.90,0.00,0.00,0.00
2021/2/1,3699.50,3773.00,3784.25,3663.75,120.50,1687396,3984.00,3220.40,0.00,0.00,0.00
2021/2/2,3772.00,3825.50,3843.00,3767.25,75.75,1419765,3984.00,3222.68,0.00,0.00,0.00
2021/2/3,3836.75,3830.75,3850.75,3815.00,35.75,1285692,3984.00,3224.75,0.00,0.00,0.00
2021/2/4,3840.00,3871.75,3877.00,3818.50,58.50,1136404,3984.00,3226.69,0.00,0.00,0.00
2021/2/5,3871.50,3887.50,3895.50,3867.25,28.25,1138874,3984.00,3228.67,0.00,0.00,0.00
2021/2/8,3896.25,3915.25,3918.50,3892.75,25.75,972437,3984.00,3230.42,0.00,0.00,0.00
2021/2/9,3917.75,3912.75,3920.50,3902.25,18.25,881922,3984.00,3232.00,0.00,0.00,0.00
2021/2/10,3919.50,3910.25,3935.75,3885.50,50.25,1560824,3984.00,3234.76,0.00,0.00,0.00
2021/2/11,3914.25,3919.25,3927.75,3891.75,36.00,1296054,3984.00,3237.07,0.00,0.00,0.00
2021/2/12,3912.50,3938.25,3943.50,3897.50,46.00,1050298,3984.00,3238.97,0.00,0.00,0.00
2021/2/16,3943.75,3935.00,3966.50,3926.00,40.50,1450425,3984.00,3241.58,0.00,0.00,0.00
2021/2/17,3936.25,3935.25,3939.50,3903.75,35.75,1382825,3984.00,3244.05,0.00,0.00,0.00
2021/2/18,3935.50,3916.75,3943.25,3887.75,55.50,1536949,3984.00,3246.70,0.00,0.00,0.00
2021/2/19,3917.75,3910.25,3938.25,3897.50,40.75,1427294,3984.00,3249.12,0.00,0.00,0.00
2021/2/22,3912.75,3880.75,3921.75,3868.50,53.25,1514278,3984.00,3251.55,0.00,0.00,0.00
2021/2/23,3885.25,3885.25,3903.25,3812.00,91.25,2282940,3984.00,3255.21,0.00,0.00,0.00
2021/2/24,3883.50,3929.75,3935.00,3859.00,76.00,1944661,3984.00,3258.51,0.00,0.00,0.00
